,X_train,y_train
10496,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8195.jpg,cat
10497,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8196.jpg,cat
10498,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8197.jpg,cat
10499,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8198.jpg,cat
10500,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8199.jpg,cat
10501,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.82.jpg,cat
10502,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.820.jpg,cat
10503,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8200.jpg,cat
10504,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8201.jpg,cat
10505,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8202.jpg,cat
10506,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8203.jpg,cat
10507,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8204.jpg,cat
10508,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8205.jpg,cat
10509,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8206.jpg,cat
10510,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8207.jpg,cat
10511,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8208.jpg,cat
10512,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8209.jpg,cat
10513,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.821.jpg,cat
10514,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8210.jpg,cat
10515,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8211.jpg,cat
10516,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8212.jpg,cat
10517,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8213.jpg,cat
10518,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8214.jpg,cat
10519,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8215.jpg,cat
10520,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8216.jpg,cat
10521,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8217.jpg,cat
10522,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8218.jpg,cat
10523,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8219.jpg,cat
10524,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.822.jpg,cat
10525,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8220.jpg,cat
10526,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8221.jpg,cat
10527,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8222.jpg,cat
10528,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8223.jpg,cat
10529,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8224.jpg,cat
10530,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8225.jpg,cat
10531,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8226.jpg,cat
10532,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8227.jpg,cat
10533,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8228.jpg,cat
10534,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8229.jpg,cat
10535,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.823.jpg,cat
10536,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8230.jpg,cat
10537,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8231.jpg,cat
10538,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8232.jpg,cat
10539,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8233.jpg,cat
10540,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8234.jpg,cat
10541,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8235.jpg,cat
10542,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8236.jpg,cat
10543,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8237.jpg,cat
10544,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8238.jpg,cat
10545,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8239.jpg,cat
10546,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.824.jpg,cat
10547,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8240.jpg,cat
10548,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8241.jpg,cat
10549,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8242.jpg,cat
10550,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8243.jpg,cat
10551,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8244.jpg,cat
10552,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8245.jpg,cat
10553,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8246.jpg,cat
10554,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8247.jpg,cat
10555,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8248.jpg,cat
10556,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8249.jpg,cat
10557,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.825.jpg,cat
10558,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8250.jpg,cat
10559,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8251.jpg,cat
10560,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8252.jpg,cat
10561,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8253.jpg,cat
10562,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8254.jpg,cat
10563,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8255.jpg,cat
10564,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8256.jpg,cat
10565,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8257.jpg,cat
10566,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8258.jpg,cat
10567,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8259.jpg,cat
10568,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.826.jpg,cat
10569,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8260.jpg,cat
10570,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8261.jpg,cat
10571,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8262.jpg,cat
10572,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8263.jpg,cat
10573,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8264.jpg,cat
10574,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8265.jpg,cat
10575,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8266.jpg,cat
10576,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8267.jpg,cat
10577,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8268.jpg,cat
10578,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8269.jpg,cat
10579,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.827.jpg,cat
10580,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8270.jpg,cat
10581,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8271.jpg,cat
10582,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8272.jpg,cat
10583,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8273.jpg,cat
10584,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8274.jpg,cat
10585,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8275.jpg,cat
10586,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8276.jpg,cat
10587,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8277.jpg,cat
10588,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8278.jpg,cat
10589,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8279.jpg,cat
10590,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.828.jpg,cat
10591,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8280.jpg,cat
10592,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8281.jpg,cat
10593,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8282.jpg,cat
10594,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8283.jpg,cat
10595,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8284.jpg,cat
10596,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8285.jpg,cat
10597,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8286.jpg,cat
10598,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8287.jpg,cat
10599,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8288.jpg,cat
10600,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8289.jpg,cat
10601,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.829.jpg,cat
10602,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8290.jpg,cat
10603,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8291.jpg,cat
10604,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8292.jpg,cat
10605,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8293.jpg,cat
10606,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8294.jpg,cat
10607,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8295.jpg,cat
10608,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8296.jpg,cat
10609,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8297.jpg,cat
10610,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8298.jpg,cat
10611,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8299.jpg,cat
10612,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.83.jpg,cat
10613,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.830.jpg,cat
10614,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8300.jpg,cat
10615,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8301.jpg,cat
10616,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8302.jpg,cat
10617,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8303.jpg,cat
10618,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8304.jpg,cat
10619,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8305.jpg,cat
10620,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8306.jpg,cat
10621,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8307.jpg,cat
10622,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8308.jpg,cat
10623,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8309.jpg,cat
10624,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.831.jpg,cat
10625,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8310.jpg,cat
10626,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8311.jpg,cat
10627,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8312.jpg,cat
10628,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8313.jpg,cat
10629,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8314.jpg,cat
10630,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8315.jpg,cat
10631,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8316.jpg,cat
10632,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8317.jpg,cat
10633,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8318.jpg,cat
10634,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8319.jpg,cat
10635,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.832.jpg,cat
10636,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8320.jpg,cat
10637,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8321.jpg,cat
10638,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8322.jpg,cat
10639,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8323.jpg,cat
10640,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8324.jpg,cat
10641,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8325.jpg,cat
10642,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8326.jpg,cat
10643,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8327.jpg,cat
10644,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8328.jpg,cat
10645,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8329.jpg,cat
10646,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.833.jpg,cat
10647,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8330.jpg,cat
10648,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8331.jpg,cat
10649,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8332.jpg,cat
10650,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8333.jpg,cat
10651,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8334.jpg,cat
10652,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8335.jpg,cat
10653,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8336.jpg,cat
10654,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8337.jpg,cat
10655,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8338.jpg,cat
10656,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8339.jpg,cat
10657,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.834.jpg,cat
10658,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8340.jpg,cat
10659,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8341.jpg,cat
10660,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8342.jpg,cat
10661,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8343.jpg,cat
10662,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8344.jpg,cat
10663,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8345.jpg,cat
10664,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8346.jpg,cat
10665,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8347.jpg,cat
10666,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8348.jpg,cat
10667,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8349.jpg,cat
10668,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.835.jpg,cat
10669,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8350.jpg,cat
10670,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8351.jpg,cat
10671,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8352.jpg,cat
10672,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8353.jpg,cat
10673,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8354.jpg,cat
10674,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8355.jpg,cat
10675,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8356.jpg,cat
10676,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8357.jpg,cat
10677,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8358.jpg,cat
10678,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8359.jpg,cat
10679,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.836.jpg,cat
10680,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8360.jpg,cat
10681,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8361.jpg,cat
10682,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8362.jpg,cat
10683,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8363.jpg,cat
10684,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8364.jpg,cat
10685,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8365.jpg,cat
10686,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8366.jpg,cat
10687,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8367.jpg,cat
10688,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8368.jpg,cat
10689,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8369.jpg,cat
10690,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.837.jpg,cat
10691,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8370.jpg,cat
10692,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8371.jpg,cat
10693,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8372.jpg,cat
10694,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8373.jpg,cat
10695,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8374.jpg,cat
10696,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8375.jpg,cat
10697,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8376.jpg,cat
10698,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8377.jpg,cat
10699,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8378.jpg,cat
10700,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8379.jpg,cat
10701,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.838.jpg,cat
10702,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8380.jpg,cat
10703,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8381.jpg,cat
10704,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8382.jpg,cat
10705,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8383.jpg,cat
10706,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8384.jpg,cat
10707,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8385.jpg,cat
10708,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8386.jpg,cat
10709,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8387.jpg,cat
10710,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8388.jpg,cat
10711,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8389.jpg,cat
10712,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.839.jpg,cat
10713,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8390.jpg,cat
10714,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8391.jpg,cat
10715,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8392.jpg,cat
10716,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8393.jpg,cat
10717,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8394.jpg,cat
10718,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8395.jpg,cat
10719,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8396.jpg,cat
10720,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8397.jpg,cat
10721,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8398.jpg,cat
10722,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8399.jpg,cat
10723,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.84.jpg,cat
10724,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.840.jpg,cat
10725,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8400.jpg,cat
10726,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8401.jpg,cat
10727,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8402.jpg,cat
10728,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8403.jpg,cat
10729,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8404.jpg,cat
10730,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8405.jpg,cat
10731,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8406.jpg,cat
10732,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8407.jpg,cat
10733,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8408.jpg,cat
10734,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8409.jpg,cat
10735,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.841.jpg,cat
10736,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8410.jpg,cat
10737,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8411.jpg,cat
10738,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8412.jpg,cat
10739,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8413.jpg,cat
10740,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8414.jpg,cat
10741,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8415.jpg,cat
10742,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8416.jpg,cat
10743,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8417.jpg,cat
10744,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8418.jpg,cat
10745,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8419.jpg,cat
10746,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.842.jpg,cat
10747,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8420.jpg,cat
10748,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8421.jpg,cat
10749,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8422.jpg,cat
10750,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8423.jpg,cat
10751,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8424.jpg,cat
10752,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8425.jpg,cat
10753,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8426.jpg,cat
10754,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8427.jpg,cat
10755,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8428.jpg,cat
10756,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8429.jpg,cat
10757,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.843.jpg,cat
10758,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8430.jpg,cat
10759,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8431.jpg,cat
10760,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8432.jpg,cat
10761,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8433.jpg,cat
10762,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8434.jpg,cat
10763,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8435.jpg,cat
10764,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8436.jpg,cat
10765,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8437.jpg,cat
10766,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8438.jpg,cat
10767,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8439.jpg,cat
10768,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.844.jpg,cat
10769,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8440.jpg,cat
10770,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8441.jpg,cat
10771,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8442.jpg,cat
10772,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8443.jpg,cat
10773,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8444.jpg,cat
10774,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8445.jpg,cat
10775,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8446.jpg,cat
10776,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8447.jpg,cat
10777,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8448.jpg,cat
10778,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8449.jpg,cat
10779,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.845.jpg,cat
10780,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8450.jpg,cat
10781,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8451.jpg,cat
10782,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8452.jpg,cat
10783,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8453.jpg,cat
10784,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8454.jpg,cat
10785,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8455.jpg,cat
10786,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8456.jpg,cat
10787,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8457.jpg,cat
10788,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8458.jpg,cat
10789,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8459.jpg,cat
10790,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.846.jpg,cat
10791,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8460.jpg,cat
10792,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8461.jpg,cat
10793,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8462.jpg,cat
10794,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8463.jpg,cat
10795,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8464.jpg,cat
10796,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8465.jpg,cat
10797,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8466.jpg,cat
10798,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8467.jpg,cat
10799,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8468.jpg,cat
10800,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8469.jpg,cat
10801,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.847.jpg,cat
10802,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8470.jpg,cat
10803,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8471.jpg,cat
10804,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8472.jpg,cat
10805,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8473.jpg,cat
10806,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8474.jpg,cat
10807,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8475.jpg,cat
10808,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8476.jpg,cat
10809,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8477.jpg,cat
10810,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8478.jpg,cat
10811,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8479.jpg,cat
10812,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.848.jpg,cat
10813,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8480.jpg,cat
10814,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8481.jpg,cat
10815,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8482.jpg,cat
10816,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8483.jpg,cat
10817,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8484.jpg,cat
10818,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8485.jpg,cat
10819,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8486.jpg,cat
10820,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8487.jpg,cat
10821,E:/MachineLearning/Datasets/dogs-vs-cats/train\cat.8488.jpg,cat
